,이름,년도,팀,war,경기수,완봉,완투,선발,승,패,세이브,홀드,inning,실점,ERA,FIP,WHIP,ERA_plus,FIP_plus,자책,볼넷,홈런,삼진,연봉
3239,박정수,19,K,-0.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,12.6,5.6,2.8,33.3,74.8,7.0,4.0,0.0,2.0,3300.0
3240,서동환,5,두,-0.2,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.2,8.0,12.71,7.96,3.0,32.6,52.0,8.0,11.0,0.0,4.0,0.0
3241,장진용,6,L,-0.2,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,15.2,15.0,7.47,4.62,1.79,47.5,76.8,13.0,9.0,1.0,5.0,2500.0
3242,전용주,19,K,-0.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,15.0,13.07,4.0,27.6,31.3,5.0,6.0,1.0,1.0,0.0
3243,권혁,19,두,-0.2,57.0,0.0,0.0,0.0,2.0,2.0,1.0,11.0,36.2,23.0,4.91,4.06,1.17,83.6,100.2,20.0,7.0,3.0,21.0,45000.0
3244,이정민,15,롯,-0.2,34.0,0.0,0.0,0.0,1.0,4.0,1.0,5.0,44.2,34.0,5.84,5.25,2.02,86.3,93.3,29.0,31.0,4.0,36.0,6500.0
3245,심수창,18,한,-0.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,4.0,15.43,13.26,3.0,34.3,41.2,4.0,0.0,2.0,2.0,20000.0
3247,윤강민,19,N,-0.2,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.2,8.0,8.22,6.93,2.35,51.3,61.0,7.0,6.0,1.0,5.0,2700.0
3248,정재훈,15,롯,-0.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,8.0,7.11,6.93,3.47,70.9,71.1,5.0,6.0,1.0,5.0,35000.0
3249,손동현,19,K,-0.2,34.0,0.0,0.0,3.0,2.0,3.0,0.0,5.0,47.1,29.0,4.75,4.5,1.73,87.1,92.0,25.0,31.0,2.0,29.0,0.0
3250,장민재,15,한,-0.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,18.0,9.87,4.0,27.7,49.7,8.0,7.0,1.0,3.0,3700.0
3251,장시환,9,히,-0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,10.0,14.73,8.37,4.09,32.8,57.7,6.0,6.0,0.0,1.0,0.0
3252,이원재,10,두,-0.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,27.0,30.29,5.0,16.8,15.0,3.0,1.0,2.0,1.0,2400.0
3253,정찬헌,17,L,-0.2,61.0,0.0,0.0,0.0,8.0,7.0,7.0,3.0,61.2,43.0,5.84,3.96,1.62,82.9,121.8,40.0,25.0,5.0,57.0,4500.0
3254,이종석,15,K,-0.21,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,15.75,10.12,3.0,31.3,48.7,7.0,2.0,2.0,3.0,2700.0
3255,윤근영,7,한,-0.21,18.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,7.0,9.0,9.0,5.69,2.57,44.7,70.7,7.0,8.0,0.0,2.0,2500.0
3256,정재원,19,S,-0.21,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,5.0,16.88,8.65,2.25,25.2,50.8,5.0,0.0,1.0,1.0,900000.0
3258,안규영,17,두,-0.21,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,8.0,13.5,6.74,2.81,35.7,73.5,8.0,8.0,0.0,4.0,900000.0
3259,김주철,4,K,-0.21,10.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,20.0,16.0,6.3,7.8,2.05,69.3,56.0,14.0,16.0,5.0,11.0,2300.0
3260,이대진,12,L,-0.21,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.1,6.0,13.5,7.6,2.7,28.3,50.3,5.0,4.0,0.0,0.0,5000.0
3262,마일영,10,한,-0.21,47.0,0.0,0.0,0.0,1.0,3.0,2.0,10.0,43.2,37.0,7.01,6.08,1.63,65.9,76.0,34.0,20.0,9.0,26.0,11000.0
3263,김주철,5,K,-0.21,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.1,7.0,10.13,9.77,2.25,42.0,43.5,6.0,6.0,2.0,4.0,2300.0
3264,홍정우,19,삼,-0.21,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,8.0,10.13,10.34,2.63,42.9,41.9,6.0,4.0,2.0,2.0,0.0
3265,박세진,17,k,-0.21,4.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,11.1,12.0,9.53,4.44,1.94,53.2,111.9,12.0,6.0,0.0,8.0,3000.0
3266,배우열,17,k,-0.21,26.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,34.1,33.0,8.65,5.6,1.95,58.6,89.1,33.0,9.0,7.0,33.0,4600.0
3267,신윤호,3,L,-0.21,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,13.5,16.26,3.0,30.8,25.5,3.0,1.0,2.0,1.0,7400.0
3268,김명성,11,롯,-0.21,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.2,8.0,9.39,8.28,2.09,44.7,50.7,8.0,2.0,3.0,3.0,0.0
3269,윤형진,5,K,-0.21,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,9.0,12.79,9.33,2.05,33.2,45.6,9.0,1.0,3.0,4.0,2500.0
3270,박정준,19,두,-0.21,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,6.0,32.4,12.4,4.8,12.7,33.2,6.0,5.0,0.0,0.0,2700.0
3271,장현식,18,N,-0.21,21.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,26.2,22.0,7.43,7.25,1.8,69.9,72.9,22.0,17.0,7.0,24.0,6400.0
3273,최대성,5,롯,-0.21,11.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,14.2,17.0,9.2,5.54,2.05,44.7,74.3,15.0,5.0,2.0,8.0,2000.0
3274,박명환,8,L,-0.21,5.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,23.0,22.0,8.61,5.06,2.22,47.5,80.9,22.0,19.0,1.0,16.0,50000.0
3275,배힘찬,3,현,-0.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,36.0,15.26,4.5,12.0,28.3,8.0,1.0,2.0,2.0,1900.0
3276,신동민,3,현,-0.21,9.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,12.1,12.0,7.3,6.81,1.62,59.2,63.4,10.0,4.0,4.0,10.0,0.0
3277,장민익,18,두,-0.21,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,27.0,25.83,3.5,18.7,18.7,6.0,2.0,3.0,2.0,2700.0
3278,신정락,17,L,-0.22,63.0,0.0,0.0,0.0,3.0,5.0,10.0,12.0,59.0,42.0,5.34,4.23,1.44,90.6,115.0,35.0,24.0,4.0,58.0,7500.0
3279,임선동,4,현,-0.22,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.2,7.0,17.18,7.31,3.27,25.2,59.2,7.0,3.0,0.0,1.0,12000.0
3280,손혁,4,두,-0.22,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,8.0,9.0,10.13,6.57,1.63,41.4,63.7,9.0,2.0,2.0,3.0,6500.0
3281,곽동훈,9,삼,-0.22,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,16.2,11.39,3.0,30.1,42.9,9.0,5.0,2.0,0.0,2200.0
3282,엄정욱,9,S,-0.22,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,8.0,10.29,10.47,2.14,46.0,45.2,8.0,5.0,4.0,8.0,2800.0
3283,방동민,4,K,-0.22,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,12.0,18.0,4.28,4.17,24.2,101.9,12.0,5.0,0.0,5.0,2000.0
3284,금민철,19,K,-0.22,14.0,0.0,0.0,14.0,1.0,4.0,0.0,0.0,57.0,38.0,5.05,5.32,1.6,81.9,77.5,32.0,25.0,5.0,26.0,8000.0
3285,이대진,3,K,-0.22,4.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,13.1,15.0,9.45,5.54,1.88,45.3,77.4,14.0,7.0,3.0,13.0,8500.0
3286,김선규,14,L,-0.22,19.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,17.2,21.0,7.13,6.91,1.93,69.4,72.9,14.0,9.0,2.0,7.0,6000.0
3287,이성진,12,L,-0.22,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,5.0,19.29,18.53,2.57,19.8,20.6,5.0,3.0,2.0,1.0,0.0
3288,한희,10,L,-0.22,11.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,20.0,18.0,8.1,7.59,1.7,56.1,59.9,18.0,11.0,6.0,17.0,3200.0
3289,신주영,12,한,-0.22,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,7.0,16.2,11.5,1.8,24.1,34.0,6.0,1.0,2.0,2.0,3400.0
3290,정용운,10,K,-0.22,10.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,10.0,6.75,7.79,2.5,67.6,58.6,6.0,9.0,1.0,5.0,2500.0
3291,조규수,4,한,-0.22,20.0,0.0,0.0,4.0,2.0,3.0,1.0,0.0,38.2,35.0,7.68,5.66,1.81,57.4,77.8,33.0,19.0,7.0,26.0,6000.0
3292,정재원,9,한,-0.22,20.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,34.0,37.0,9.26,6.13,2.09,52.8,79.9,35.0,28.0,4.0,24.0,0.0
3293,송창식,17,한,-0.22,63.0,0.0,0.0,0.0,5.0,6.0,0.0,15.0,73.1,56.0,6.63,5.69,1.5,75.9,89.3,54.0,33.0,13.0,64.0,22000.0
3294,박정배,5,두,-0.22,12.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,15.1,15.0,8.22,6.41,2.02,50.4,64.6,14.0,5.0,4.0,9.0,0.0
3295,류택현,8,L,-0.22,38.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,14.2,18.0,11.05,4.72,2.46,37.1,86.8,18.0,9.0,1.0,10.0,13000.0
3296,김세현,18,K,-0.23,40.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,40.0,32.0,6.75,4.66,1.83,76.0,110.9,30.0,17.0,4.0,32.0,29000.0
3297,오승준,2,S,-0.23,17.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,28.2,26.0,6.91,5.79,1.47,60.9,72.6,22.0,18.0,4.0,16.0,2000.0
3298,채병용,19,S,-0.23,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.2,4.0,9.82,8.59,2.73,43.3,50.5,4.0,3.0,1.0,3.0,900000.0
3299,홍건희,18,K,-0.23,11.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,16.2,20.0,10.26,6.65,2.34,50.0,77.4,19.0,7.0,4.0,13.0,8000.0
3300,김태한,3,S,-0.23,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,13.0,8.25,7.68,1.67,50.6,54.3,11.0,6.0,4.0,7.0,7800.0
3301,장지수,19,K,-0.23,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,16.0,7.71,5.91,1.84,54.4,70.5,14.0,7.0,2.0,6.0,900000.0
3302,남재현,17,K,-0.23,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,11.0,11.74,6.47,3.26,42.3,76.8,10.0,9.0,1.0,8.0,0.0
3303,박정진,2,한,-0.23,41.0,0.0,0.0,4.0,1.0,2.0,0.0,4.0,47.1,40.0,6.65,5.98,1.73,65.3,72.7,35.0,22.0,11.0,37.0,3200.0
3304,이준형,15,k,-0.23,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,5.2,7.0,6.35,8.91,2.82,75.7,53.5,4.0,9.0,1.0,5.0,0.0
3305,윤경영,8,한,-0.23,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,54.0,26.15,10.0,7.9,16.2,6.0,4.0,1.0,1.0,2200.0
3306,이동현,11,L,-0.23,38.0,0.0,0.0,0.0,1.0,1.0,2.0,7.0,33.0,29.0,6.27,4.74,1.85,65.4,86.6,23.0,22.0,3.0,30.0,9000.0
3307,조규수,5,한,-0.23,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.2,9.0,22.09,6.83,3.82,19.8,64.1,9.0,3.0,1.0,4.0,5500.0
3308,장태종,8,히,-0.23,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,13.0,12.1,7.49,2.38,35.0,56.5,13.0,7.0,2.0,4.0,2000.0
3309,윤성빈,19,롯,-0.23,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1,3.0,81.0,30.4,9.0,5.2,13.7,3.0,3.0,0.0,0.0,2700.0
3310,문광은,18,L,-0.23,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.2,9.0,12.15,10.43,2.4,41.5,46.9,9.0,5.0,3.0,5.0,4500.0
3311,조규제,5,K,-0.24,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,36.0,38.02,7.0,11.8,11.2,4.0,2.0,2.0,0.0,10000.0
3312,노성호,18,N,-0.24,20.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,32.2,29.0,7.16,6.68,1.96,72.5,78.8,26.0,29.0,6.0,36.0,4500.0
3314,변진수,18,두,-0.24,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,12.0,10.13,6.46,1.69,49.9,77.5,12.0,2.0,2.0,8.0,6000.0
3315,심동섭,16,K,-0.24,54.0,0.0,0.0,0.0,5.0,2.0,1.0,13.0,37.2,30.0,6.45,5.76,1.75,80.3,90.7,27.0,21.0,5.0,33.0,14000.0
3316,김세현,19,K,-0.24,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.2,8.0,6.23,5.71,2.31,67.3,73.5,6.0,9.0,0.0,5.0,29000.0
3317,조영건,19,키,-0.24,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1,3.0,81.0,24.4,18.0,5.1,17.0,3.0,3.0,0.0,1.0,0.0
3318,류택현,14,L,-0.24,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,27.0,32.86,3.0,18.3,14.0,3.0,0.0,2.0,0.0,900000.0
3319,세든,16,S,-0.24,12.0,0.0,0.0,12.0,5.0,5.0,0.0,0.0,62.0,52.0,5.37,4.95,1.5,97.2,106.0,37.0,17.0,8.0,43.0,900000.0
3320,오윤성,17,넥,-0.24,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.2,10.0,11.74,6.6,2.35,42.4,76.2,10.0,9.0,0.0,4.0,2700.0
3321,이창재,15,k,-0.24,38.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,33.0,30.0,6.82,6.01,1.52,73.7,80.7,25.0,12.0,8.0,32.0,4400.0
3323,안지만,4,삼,-0.24,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,19.0,7.77,7.4,1.77,55.8,58.6,19.0,9.0,7.0,13.0,2200.0
3324,임성헌,10,S,-0.25,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,10.0,10.38,11.13,2.19,43.8,40.8,10.0,3.0,5.0,3.0,2800.0
3325,이승호,15,N,-0.25,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,36.0,4.62,4.0,13.3,106.0,4.0,1.0,0.0,1.0,35000.0
3326,박지철,9,L,-0.25,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,5.1,8.0,13.5,10.31,3.19,35.3,46.2,8.0,6.0,2.0,3.0,6000.0
3327,문광은,17,S,-0.25,46.0,0.0,0.0,0.0,2.0,4.0,2.0,5.0,44.2,36.0,7.05,4.83,1.59,71.4,104.7,35.0,20.0,5.0,41.0,4500.0
3328,임현준,15,삼,-0.25,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,10.0,11.37,8.83,2.05,43.4,55.8,8.0,2.0,3.0,6.0,3300.0
3329,곽현희,4,K,-0.25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,16.5,8.95,2.83,26.5,48.8,11.0,5.0,2.0,4.0,5000.0
3330,김창훈,4,한,-0.25,31.0,0.0,0.0,8.0,3.0,2.0,0.0,2.0,42.2,36.0,7.17,6.35,1.69,61.5,69.4,34.0,20.0,9.0,22.0,0.0
3331,배우열,10,L,-0.25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,19.8,8.89,2.8,23.0,51.2,11.0,3.0,2.0,5.0,2400.0
3333,카리대,13,삼,-0.25,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.1,7.0,27.0,10.21,6.0,15.9,42.0,7.0,6.0,0.0,1.0,0.0
3334,안승민,13,한,-0.25,18.0,0.0,0.0,3.0,3.0,4.0,0.0,2.0,33.2,31.0,7.49,5.46,1.78,58.0,79.5,28.0,9.0,5.0,12.0,10600.0
3335,김진성,18,N,-0.25,50.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0,45.1,38.0,7.15,7.21,1.65,72.6,73.3,36.0,19.0,13.0,38.0,23000.0
3336,홍성무,17,k,-0.26,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.1,9.0,12.79,7.37,2.68,39.7,67.6,9.0,6.0,1.0,4.0,3000.0
3338,김학성,16,N,-0.26,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.1,7.0,14.54,6.56,3.23,35.0,79.1,7.0,3.0,0.0,0.0,900000.0
3339,오수호,9,롯,-0.26,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,16.0,9.69,8.96,2.15,49.4,53.5,14.0,5.0,5.0,4.0,0.0
3340,서승화,9,L,-0.26,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,10.1,12.0,10.45,7.54,2.32,45.6,63.2,12.0,10.0,2.0,7.0,3800.0
3341,김건한,5,K,-0.26,27.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,31.1,28.0,7.18,5.89,1.76,59.2,72.2,25.0,16.0,5.0,19.0,0.0
3342,김재영,16,한,-0.26,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.1,14.0,10.32,8.29,2.29,50.9,63.3,13.0,8.0,2.0,4.0,2700.0
3343,권혁,2,삼,-0.26,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,6.0,13.5,9.0,2.75,32.0,47.9,6.0,0.0,2.0,1.0,0.0
3344,김광삼,7,L,-0.26,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.1,11.0,12.27,5.29,2.73,31.7,73.5,10.0,8.0,0.0,3.0,6000.0
3345,양훈,8,한,-0.26,16.0,0.0,0.0,11.0,3.0,7.0,0.0,0.0,65.1,57.0,7.71,5.19,1.73,55.0,81.8,56.0,32.0,7.0,30.0,5700.0
3346,노성호,19,N,-0.26,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,5.0,12.27,7.22,2.46,34.3,58.5,5.0,1.0,1.0,1.0,4500.0
3347,손동욱,13,K,-0.26,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,16.0,12.34,6.95,2.14,34.8,61.8,16.0,10.0,2.0,10.0,0.0
3349,송현우,6,L,-0.26,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,12.0,20.25,5.14,3.56,17.5,69.0,12.0,5.0,0.0,4.0,3000.0
3350,박근홍,16,삼,-0.27,60.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,41.0,34.0,7.46,5.62,1.68,70.6,92.7,34.0,27.0,5.0,40.0,11000.0
3351,애디튼,17,롯,-0.27,15.0,0.0,0.0,13.0,2.0,7.0,0.0,0.0,70.0,54.0,5.91,4.61,1.57,85.2,109.1,46.0,25.0,7.0,60.0,900000.0
3352,김상수,15,넥,-0.27,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,8.0,10.8,8.42,3.0,46.1,59.2,6.0,5.0,1.0,2.0,6000.0
3353,강승현,14,롯,-0.27,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,19.0,25.41,8.44,3.53,21.5,64.6,16.0,2.0,2.0,3.0,2500.0
3354,이우찬,18,L,-0.27,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4.0,54.0,21.83,9.0,9.3,23.5,4.0,3.0,0.0,0.0,3000.0
3355,서균,19,한,-0.27,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,8.0,14.54,4.1,3.0,28.5,102.8,7.0,3.0,0.0,3.0,3000.0
3356,전준호,5,현,-0.27,16.0,0.0,0.0,8.0,3.0,6.0,0.0,1.0,49.2,45.0,7.61,5.41,1.71,56.4,79.3,42.0,23.0,7.0,28.0,10000.0
3357,장민익,10,두,-0.27,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.2,16.0,10.54,7.6,2.93,43.2,59.8,16.0,15.0,2.0,6.0,0.0
3358,정현욱,16,L,-0.27,17.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,21.0,19.0,7.29,6.41,1.52,69.8,76.7,17.0,10.0,4.0,18.0,900000.0
3359,한기주,16,K,-0.27,29.0,0.0,0.0,5.0,4.0,3.0,1.0,1.0,56.2,48.0,7.62,7.06,1.96,67.9,73.7,48.0,30.0,11.0,27.0,6500.0
3360,김건한,13,삼,-0.27,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.1,20.0,12.56,4.88,2.93,34.1,87.7,20.0,11.0,1.0,12.0,0.0
3361,김범수,19,한,-0.27,45.0,0.0,0.0,16.0,5.0,9.0,1.0,1.0,103.0,70.0,5.68,5.68,1.71,72.9,73.1,65.0,61.0,15.0,85.0,3600.0
3362,한승혁,17,K,-0.28,36.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,39.0,32.0,7.15,4.61,1.77,69.5,108.4,31.0,23.0,4.0,42.0,7500.0
3363,윤강민,18,N,-0.28,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,11.0,17.47,8.42,3.35,29.7,62.6,11.0,5.0,1.0,4.0,2700.0
3364,이원준,19,S,-0.28,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.1,5.0,19.29,12.4,3.0,22.1,35.0,5.0,4.0,1.0,2.0,2700.0
3365,배힘찬,10,넥,-0.28,14.0,0.0,0.0,7.0,2.0,5.0,0.0,0.0,35.0,28.0,6.94,7.49,1.74,65.5,60.7,27.0,21.0,7.0,11.0,2200.0
3366,시스코,15,k,-0.28,17.0,0.0,0.0,5.0,0.0,6.0,0.0,2.0,39.0,34.0,6.23,5.28,1.74,80.7,93.3,27.0,25.0,5.0,42.0,900000.0
3367,허준혁,18,두,-0.28,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.2,5.0,27.0,8.03,4.2,18.7,64.1,5.0,3.0,0.0,1.0,7500.0
3368,레온,16,삼,-0.28,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,8.0,10.0,11.25,6.04,2.13,46.9,86.6,10.0,1.0,2.0,7.0,900000.0
3370,박근홍,17,삼,-0.29,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.1,17.0,9.39,6.74,1.76,54.0,74.5,16.0,14.0,2.0,14.0,10000.0
3371,김승현,19,삼,-0.29,14.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.2,12.0,6.39,5.14,1.58,67.9,81.7,9.0,9.0,0.0,4.0,900000.0
3372,텔레마코,6,L,-0.29,7.0,0.0,0.0,7.0,1.0,3.0,0.0,0.0,25.0,18.0,5.04,5.46,1.48,70.3,64.9,14.0,12.0,4.0,11.0,0.0
3373,최동환,9,L,-0.29,38.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,35.2,31.0,7.07,7.51,2.08,67.4,63.5,28.0,29.0,6.0,13.0,0.0
3374,클레이,14,한,-0.29,10.0,0.0,0.0,10.0,3.0,4.0,0.0,0.0,40.0,40.0,8.33,7.56,2.18,65.2,69.9,37.0,25.0,8.0,20.0,900000.0
3375,김윤동,19,K,-0.29,11.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,11.0,8.0,6.55,4.86,2.09,64.1,86.4,8.0,11.0,1.0,12.0,15000.0
3376,나승현,10,롯,-0.29,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,10.0,38.57,16.57,6.0,12.0,27.9,10.0,2.0,2.0,2.0,5500.0
3377,양기현,19,키,-0.29,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,10.0,15.19,2.84,2.44,27.3,147.1,9.0,1.0,0.0,3.0,0.0
3378,유재유,16,L,-0.29,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.2,10.0,13.5,9.94,2.55,37.7,49.2,10.0,7.0,2.0,3.0,2700.0
3379,장시환,16,k,-0.3,40.0,0.0,0.0,7.0,3.0,12.0,6.0,3.0,75.1,62.0,6.33,5.09,1.81,82.5,103.2,53.0,43.0,7.0,67.0,8900.0
3380,강상수,5,롯,-0.3,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.1,27.0,8.28,6.39,1.94,49.7,64.4,27.0,22.0,4.0,17.0,8000.0
3381,벨레스터,16,삼,-0.3,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,12.1,14.0,8.03,6.95,2.6,65.7,74.8,11.0,12.0,1.0,5.0,900000.0
3382,정재원,11,한,-0.3,24.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,27.0,26.0,8.0,5.53,1.89,52.2,75.6,24.0,23.0,0.0,15.0,2700.0
3383,이경원,4,K,-0.3,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.2,8.0,15.43,11.31,3.43,28.3,38.6,8.0,6.0,2.0,4.0,2100.0
3384,김선우,14,L,-0.3,6.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,8.1,13.0,14.04,8.06,2.16,35.3,60.9,13.0,4.0,2.0,3.0,900000.0
3385,임대한,17,삼,-0.3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,17.0,9.0,7.88,2.93,56.4,64.1,14.0,15.0,3.0,13.0,3700.0
3386,문광은,16,S,-0.3,17.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,17.0,18.0,9.53,8.09,2.18,54.8,65.5,18.0,7.0,6.0,13.0,6000.0
3387,박명환,10,L,-0.3,15.0,0.0,0.0,15.0,4.0,6.0,0.0,0.0,76.0,62.0,6.63,6.33,1.65,68.6,71.9,56.0,31.0,17.0,46.0,50000.0
3388,김문수,3,삼,-0.31,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.1,11.0,15.43,3.19,4.29,28.3,136.8,4.0,1.0,0.0,1.0,0.0
3389,김혁민,10,한,-0.31,9.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,40.1,32.0,6.92,7.48,1.81,66.8,61.8,31.0,37.0,7.0,21.0,4200.0
3391,이태양,17,한,-0.31,16.0,0.0,0.0,12.0,3.0,6.0,0.0,0.0,59.0,49.0,7.17,6.77,1.78,70.1,74.9,47.0,26.0,12.0,29.0,8300.0
